uniqueID,universityName,courseTitle,courseDescription,universityDescription
97,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Software Development,"Understand how to employ the tools and methods that are commonly used in the professional practice of software engineering to deliver optimal, secure technology solutions for the problems facing business, industry, government, nonprofit organizations, and individuals.Learn to create, test, and deploy information resources in an enterprise setting.Gain the skills needed to lead and manage teams, as well as work collaboratively in an enterprise environment to develop optimal technology solutions.Career OpportunitiesSoftware engineerSoftware developerApplication DeveloperBusiness Application DeveloperSoftware Quality Assurance EngineerProgrammer/AnalystScholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
98,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Information Technology and Management - Software Development,"The Master of Information Technology and Management program offers nine specializations that target specific careers and more than 100 courses providing unparalleled breadth and depth.Courses are taught by experienced faculty using a hands-on, reality-based approach to education in which students apply what they learn in class to solve real-life problems. The program curriculum is a blend of theoretical content and practical application with projects and laboratory-based instruction in which students learn and then do it. The Master of Information Technology and Management program is designed to broaden and deepen students' knowledge of new and emerging information technologies, the application and integration of these technologies, and the administrative practices used in the effective management of these technologies.Career OpportunitiesGain the skills and knowledge to fill a variety of roles within the industry, including: 	Data analyst	Digital system architect	Information systems manager	Information systems and technology manager	Business systems analyst	Voice/data system analystScholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
99,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Science in Information Technology and Management,"Prepare to enroll in a Ph.D. program or advance your career in information technology or a related filed with the Master of Science in Information Technology and Management. Tailor a program that fits your need by choosing a thesis option or a special projects option to complete the degree.Advanced skills in object-oriented application development, open source programming, programming for data analytics, and advanced software programming through core software development coursework. Increase knowledge in the areas of systems technologies and business development through additional coursework.Work with faculty who have industry experience to develop a thesis or work on a special project to complete the program.Gain the real-world experience and insights you need to excel as an information technology professional or Ph.D. student and build the problem-solving skills to create technology solutions for a variety of industries.Gain professional expertise through Illinois Tech's Elevate program. This one-of-a-kind program guarantees hands-on experiencesincluding research projects, internships, study away, competitions, short courses, and moreas well as personalized academic and career mentorship, all in pursuit of ensuring that our students graduate with career-readiness.Delve into cyber defense and other IT realms with the pros. The United States Department of Homeland Security and the National Security Agency have designated Illinois Tech a National Center of Academic Excellence in Cyber Defense Education. Our C2SAFE is a collaborative space where business, government, academia, and security professionals intersect.Undertake IT projects and student research to elevate your offerings. Through Illinois Tech's information technology and management master's program students can participate in hands-on projects, student research, and faculty research projects.Scholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
100,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Information Technology and Management - Information Technology Infrastructure,"The Master of Information Technology and Management program offers nine specializations that target specific careers and more than 100 courses providing unparalleled breadth and depth.Courses are taught by experienced faculty using a hands-on, reality-based approach to education in which students apply what they learn in class to solve real-life problems. The program curriculum is a blend of theoretical content and practical application with projects and laboratory-based instruction in which students learn and then do it. The Master of Information Technology and Management program is designed to broaden and deepen students' knowledge of new and emerging information technologies, the application and integration of these technologies, and the administrative practices used in the effective management of these technologies.Career OpportunitiesGain the skills and knowledge to fill a variety of roles within the industry, including: 	Data analyst	Digital system architect	Information systems manager	Information systems and technology manager	Business systems analyst	Voice/data system analystScholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
101,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Information Technology and Management,"The Master of Information Technology and Management program offers nine specializations that target specific careers and more than 100 courses providing unparalleled breadth and depth.Courses are taught by experienced faculty using a hands-on, reality-based approach to education in which students apply what they learn in class to solve real-life problems. The program curriculum is a blend of theoretical content and practical application with projects and laboratory-based instruction in which students learn and then do it. The Master of Information Technology and Management program is designed to broaden and deepen students' knowledge of new and emerging information technologies, the application and integration of these technologies, and the administrative practices used in the effective management of these technologies.Scholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
102,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Information Technology and Management - Smart Technology and Innovation,"The Master of Information Technology and Management program offers nine specializations that target specific careers and more than 100 courses providing unparalleled breadth and depth.Courses are taught by experienced faculty using a hands-on, reality-based approach to education in which students apply what they learn in class to solve real-life problems. The program curriculum is a blend of theoretical content and practical application with projects and laboratory-based instruction in which students learn and then do it. The Master of Information Technology and Management program is designed to broaden and deepen students' knowledge of new and emerging information technologies, the application and integration of these technologies, and the administrative practices used in the effective management of these technologies.Career OpportunitiesGain the skills and knowledge to fill a variety of roles within the industry, including: 	Data analyst	Digital system architect	Information systems manager	Information systems and technology manager	Business systems analyst	Voice/data system analystScholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
103,ILLINOIS INSTITUTE OF TECHNOLOGY,Master of Information Technology and Management - Systems Analysis,"The Master of Information Technology and Management program offers nine specializations that target specific careers and more than 100 courses providing unparalleled breadth and depth.Courses are taught by experienced faculty using a hands-on, reality-based approach to education in which students apply what they learn in class to solve real-life problems. The program curriculum is a blend of theoretical content and practical application with projects and laboratory-based instruction in which students learn and then do it. The Master of Information Technology and Management program is designed to broaden and deepen students' knowledge of new and emerging information technologies, the application and integration of these technologies, and the administrative practices used in the effective management of these technologies.Career OpportunitiesGain the skills and knowledge to fill a variety of roles within the industry, including: 	Data analyst	Digital system architect	Information systems manager	Information systems and technology manager	Business systems analyst	Voice/data system analystScholarships Internships","Illinois Institute of Technology (Illinois Tech) is an exciting and enriching place to learn. Students at Illinois Tech benefit from exceptional teaching, modern facilities, and extensive support—everything is geared toward helping students break the mold and achieve success without limits.Based in the vibrant city of Chicago, which is a gateway to an abundance of professional opportunities, the university's campus is safe and welcoming, with a diverse student body. Students come to Illinois Tech from across the globe, creating an atmosphere that is warm, convivial, and a fascinating blend of cultures. Award-winning student residences—some with gorgeous views of downtown Chicago—include buildings designed by renowned architects.Students are encouraged to express themselves at Illinois Tech, and can do so through their chosen program but also through additional, unique opportunities. Central to those are active learning programs, which help students grow and develop their own ideas, seize opportunities for internships and mentoring, and maximize their leadership potential. Illinois Tech's one-of-a-kind Elevate program guarantees that all students will take part in hands-on experiences, receive personalized academic and career mentorship, and graduate prepared for careers and OPT/CPT opportunities.Hard-working students succeed at Illinois Tech, and more than 90 percent of the university's graduates are employed or pursuing further education upon graduation—with many working for top global businesses. Many are successful entrepreneurs. Additionally, Illinois Tech graduates earn some of the highest starting and mid-career salaries in the country. This combination of high employment rates and career earnings is just one reason why Illinois Tech is consistently ranked among the best-value universities in the country. Student life is fun too, with many opportunities for downtime around studies, including more than 150 associations that students can join. Dedicated hangout spots on campus such as The Bog help students unwind and enjoy a healthy balance in their time."
104,CALIFORNIA STATE UNIVERSITY - FULLERTON,Master of Science in Information Technology - IT Management,"The Master of Science in Information Technology is for professionals interested in furthering their knowledge in the areas of information technology management and data science. In addition to technical and theoretical knowledge, MSIT students develop the ability to communicate effectively in synchronous and asynchronous online environments, thus ensuring that they are well-prepared for all modes of modern management practice. Collectively, graduates from the program are able to perform a wide variety of job functions, including managing and capitalizing on new and existing technologies, and aligning organizational strategies with technological strategies for the purpose of improving organizational decision-making. The Information Systems and Decision Sciences Department offers courses in Information Systems, Decision Sciences and Business Analytics. Information systems are computer-based systems that aid management in making decisions and assist in implementing and controlling management policies. They are used in business, industry and government operations. Applications include airline reservations, banking transactions, crime prevention networks, election returns, real estate assessment, tax records, newspaper databases, sports statistics and computer assisted learning.Scholarships View all scholarshipsInternships","California State University, Fullerton (also known as Cal State Fullerton or CSUF), is one of the leading campuses of the California State University system. Ranking 133rd overall in the USA, rising to 70th place for top public schools (U.S. News & World Report (USNWR), 2024), the university offers 57 undergraduate and 63 graduate degree programs.Degrees are offered across eight colleges that offer 120 exceptional programs, and all the programs have been created, nurtured and grown by faculty committed to delivering intriguing and immersive learning experiences that will fuel the students' interests and inspire new ones. The eight colleges at CSUF are:	College of the Arts	College of Business and Economics	College of Communications	College of Education	College of Engineering and Computer Science	College of Health and Human Development	College of Humanities and Social Sciences	College of Natural Sciences and MathematicsStudent success is paramount at CSUF, with employability built into every program. Many courses include significant experiential learning opportunities with classes taught by experts in the field. Outside the classroom, students benefit from exemplary support across their academic and personal lives and can join student clubs, organizations, and sporting teams.The campus boasts a robust calendar of activities suited for various interests and pursuits.Cal State Fullerton is a diverse and multicultural university positioned conveniently in Southern California, only a short distance from Los Angeles International Airport. The campus is about 20 miles (30 km) from stunning beaches along the Pacific Coast. The campus is also close to a wide range of ethnic neighborhoods boasting many cuisines and cultural activities and celebrations."
105,UNIVERSITY OF MASSACHUSETTS - LOWELL,Master of Business Administration - Information Technology,"The highly acclaimed Master of Business Administration Degree at UMass Lowell will prepare you to lead organizations in today's rapidly changing business environment. Offered through the AACSB-accredited Manning School of Business, you can tailor your MBA to your career goals and interests by selecting from options in business analytics, finance, marketing and more. The flexibility of our MBA allows you to attend full- or part-time and complete any course on-campus or online. UMass Lowell's MBA alums are leading companies in the financial, life sciences, technology and defense sectors. With significant real-world connections, our program offers internship experiences and connections to graduates leading Fortune 500 and innovative start-up companies.Scholarships View all scholarshipsInternships","The University of Massachusetts Lowell (UMass Lowell) is a nationally ranked public research university located in a beautiful riverside location in Lowell, Massachusetts.For more than a century, UMass Lowell has delivered superb educational programming while preparing students to take on key roles in a variety of professional industries, solving real-world challenges and making a positive impact on communities in the United States and around the world.UMass Lowell is one of the leading institutions in the U.S., part of the Massachusetts public university system, and the second-largest public institution in the state. The university offers a variety of study options including more than 120 bachelor's degrees, 43 master's degrees and 25 doctoral degree programs spanning a wide range of subject areas. Popular and highly rated programs include those within business, engineering, computer science, criminal justice, health sciences and technology.Its success has been recognized by multiple national academic ranking publications, including The Wall Street Journal, which named UMass Lowell the number one Public University in Massachusetts in 2023, and U.S. News & World Report, which awarded the university a public university ranking of 81.The University of Massachusetts Lowell is home to approximately 17,500 students from all 50 U.S. states and more than 118 countries worldwide. The university offers high research activity and is ranked among the top 200 research universities in the United States, according to U.S. News & World Report.UMass Lowell is committed to excellence in teaching, research and community engagement, and offers invaluable practical undergraduate and graduate academic programs and exceptional postgraduate work experiences."
106,SACRED HEART UNIVERSITY,Master of Science in Computer Science and Information Technology - Information Technology,"The information technology (IT) track is designed specifically to accommodate the dynamic demands of the contemporary marketplace. With the exponential growth of the Internet and the wide-ranging ramifications of the accompanying technologies, the IT track will prepare individuals for careers that utilize, or are affected by, the latest technological advances and methods of modern business and industry. The innovative information technology concentration is designed to prepare you for today's data- and technology-focused workplace as well as be prepared for a leadership role in the IT industry. This track requires completion of a minimum of 36 credit hours of graduate-level coursework. Students may be required to complete an additional 6 credit hours of prerequisite coursework. However, students with an undergraduate degree in Computer or Information Science may receive waivers for some courses. Course waivers are not granted for work experience.Scholarships View all scholarshipsInternships","Sacred Heart University was founded in 1963 by the Most Reverend Walter W. Curtis, second bishop of the Diocese of Bridgeport, to provide an institution of higher education that would serve the people of the diocese and region, regardless of sex, race, creed or religion. It is the first Catholic University in America to be led and staffed by lay people. Signs of the University’s growth and vibrancy are evident. New degree programs and majors in relevant disciplines are regularly added to the curriculum, and the University now offers more than 80 undergraduate, graduate, doctoral and certificate programs on its main campus in Fairfield and satellites in Stamford, Luxembourg and Ireland.SHU have over 100 of social, academic, leadership, service, media, multicultural and performing arts clubs and organizations. An ever-widening outreach to the community balances the University’s commitment to academic excellence. Last year 2,500 students, faculty and staff volunteered more than 50,000 hours of service in the community through opportunities such as academic mentoring and tutoring in the Bridgeport Public Schools, programs such as CURTIS Week, Community Connections and Habitat for Humanity. University is rooted in the Catholic intellectual tradition and the liberal arts, embraces a vision for social justice and educates students in mind, body and spirit to prepare them personally and professionally to make a difference in the global community. Additionally, Sacred Heart University aspires to achieve prominence through innovative teaching and learning while cultivating a campus community that is recognized as caring and creative.The main campus of the university is located in Fairfield, Connecticut which is less than 60 miles from Manhattan and approximately 150 miles from Boston that is spread across more than 100 acres, with an additional 200 nearby acres including a University-owned golf course, and West Campus."
107,WORCESTER POLYTECHNIC INSTITUTE,Master of Science in Information Technology,"The demand for IT professionals who understand business and the emerging focus on business analytics has never been greater. As a student in WPI's master's in information technology program, youll be immersed in the information technology, business analytics, and comprehensive management principles necessary for understanding the application of IT to business. You will learn how to create business opportunities by leveraging existing and emerging information technology and analytics tools and learning how to use that information in business applications. The information technology MS program will transform you into an IT professional who can take on a leadership role at the forefront of technological and business innovations. WPI's master's in information technology is currently offered both on-campus and online for full-time and part-time students.Scholarships Internships","Worcester Polytechnic Institute was founded in 1865 to create and convey the latest science and engineering knowledge in ways that are most beneficial to society. It’s founding mission is to provide an education that balances theory with practice. Worcester Polytechnic was among the first universities in the United States to incorporate project based learning in its undergraduate curriculum, requiring students to apply their acquired skills, knowledge, and abilities to develop solutions for real world problems. The Institute offers more than 50 undergraduate and graduate degree programs in science, engineering, technology, business, the social sciences, and the humanities and arts, leading to bachelor’s, master’s, and doctoral degrees. Graduate research programs include robotics, materials science, cyber security, and learning sciences and technology. It invests in research in critical areas, seeking solutions to important and socially relevant problems in such diverse fields as fire protection engineering, life sciences and bioengineering, energy and data science. The world class faculty is both renowned and accomplished and they are accessible, priding themselves on the quality time they invest in their students. Worcester Polytechnic is located in the heart of Worcester, New England’s second largest city, about 40 miles west of Boston. It offers the charm and ease of a college town with the convenience of urban living. The city’s convenient location in central Massachusetts provides easy highway access to Boston, Providence, and Hartford."
108,RENSSELAER POLYTECHNIC INSTITUTE,Master of Science in Information Technology,"The Rensselaer M.S. in Information Technology balances the study of management strategies and technology leadership with advanced course work in an IT concentration. Students complete a suite of core and capstone courses and also select three to five additional courses to complete their concentrations. Professional and research tracks are offered for the M.S. in IT degree. The core and Focus Track courses are designed to accommodate a wide range of backgrounds. If students have previously completed the basic required Core course, they must then complete a Supplemental Core course to add depth in that core area. For example, if an equivalent course to Database Systems was completed in a prior degree, the Core area requirement could be satisfied by taking Data Mining. Students may request transfer credit only for the elective, subject to the Grduate Program Director's and the Office of Graduate Education's approval. Additionally, no more than half of all credits used towards the M.S. in IT degree may be taken from courses offered by the Lally School of Management and Technology. These courses are coded MGMT.Scholarships Internships","Rensselaer Polytechnic Institute is the nation’s oldest technological university. The university offers degrees from five school, Engineering, Science, Architecture, Humanities, Arts, and Social Sciences, and the Lally School of Management, as well as an interdisciplinary degree in Information Technology and Web Science. The Institute also has been a leader in the transfer of technology from the laboratory to the marketplace so that new discoveries and inventions benefit human life, protect the environment, and strengthen economic development.Rensselaer offers more than 145 programs at the bachelor’s, master’s, and doctoral levels. Students are encouraged to work in interdisciplinary programs that allow them to combine scholarly work from several departments or schools. The university provides rigorous, engaging, interactive learning environments and campus wide opportunities for leadership, collaboration, and creativity at its campuses in Troy, New York, and in Hartford, Connecticut, as well as at its Southeastern Connecticut regional site and at the Center for Architecture Science and Ecology in New York City.During the course of almost two centuries, Rensselaer has built a reputation for providing an undergraduate education of undisputed intellectual rigor based on educational innovation in the laboratory, classroom, and studio. In more recent years, driven by talented, dedicated, and forward-thinking faculty, Rensselaer has expanded dramatically its research enterprise by leveraging existing strengths and focusing on five signature research areas such as biotechnology and the life sciences; computational science and engineering; media, arts, science, and technology; energy, environment, and smart systems; and nanotechnology and advanced materials.Rensselaer’s historic main campus sits on a bluff overlooking the city of Troy and the Hudson River. The area offers a relaxed lifestyle with many cultural and recreational opportunities, with easy access to several major metropolitan centers. It also offers a variety of recreational and social opportunities. The Adirondacks, the Berkshires, and the Catskills, all within an hour of Troy, offer hundreds of areas for camping, hiking, and skiing. Many clubs sponsored by the Rensselaer Union take full advantage of these natural resources."
109,FLORIDA INSTITUTE OF TECHNOLOGY,Master of Science in Information Technology,"Our Master of Science in Information Technology provides the essential business and strategic technology management courses to develop you as a well-rounded professional. You'll gain the combination of technical and management knowledge needed to implement security strategies that protect an organization's information and technology assets.In this Information Technology Master's program you will learn how to lead complex projects from a 21st century information technology perspective. You will also learn how to develop information systems as strategic tools to provide competitive advantage. By studying how to quickly adapt new technologies, you will discover how to thrive in the global environment.An Master of Science in Information Technology is valued by employers seeking professionals with advanced educational qualifications, practical leadership abilities and a broad technical understanding of emerging technologies in the IT field. It can position graduates for roles such as director of information technology, IT architect and systems manager, data processing manager, systems software manager, and chief information officer.Scholarships Internships","Florida Institute of Technology (Florida Tech) is an internationally recognized institution that provides a variety of degrees taught by industry-leading faculty.Originally founded as Brevard Engineering College in 1958, Florida Tech has developed a reputation for outstanding quality in STEM subjects, earning the label Florida's STEM University®. The institution is research-driven, boasting a hands-on, practical learning environment that prepares students for careers of the future. Florida Tech takes pride in its diverse student body, with international students comprising about one-fourth of the student population and representing over 80 countries. Florida Tech is ranked a Tier One Best National University by U.S. News & World Report and is located in Melbourne, Florida, a popular travel destination. This gives students an outstanding setting in which they can enjoy life outside their studies with events, over 200 student organizations and easy access to the famous Florida coastline. Florida Tech athletic teams compete in NCAA Division II across a range of sports."
110,UNIVERSITY OF CENTRAL MISSOURI,Master of Science in Big Data Analytics and Information Technology,"In our increasingly complex digital society, we generate data in great supply. Now, we need to know how to collect it, manage it and leverage it effectively and ethically. The University of Central Missouri's AACSB-accredited Big Data Analytics and Information Technology master's degree program prepares you to do just that.In big data analytics courses, programming classes and others, learn from expert faculty who are leaders in fields such as:Artificial intelligenceBig data engineeringCloud computingDeep learningPredictive analyticsThey not only teach the technical skills you need to perform the work itself but also instruct you on project management and business intelligence. This ensures you know how to put your skills to use in a business context. All big data analytics courses at the University of Central Missouri are designed to ensure you learn the latest tools and trends in this ever-changing field. In fact, our advisory board  composed of top IT leaders in the Kansas City area  reviews all Big Data Analytics and Information Technology MS program courses to provide feedback on which topics would benefit graduate students in the program most. This ensures you learn skills that help you advance your career and build your expertise.Get ready for big data analytics jobs, advancement in the IT industry and technology leadership. Youll master topics in deep learning and AI, cloud computing, big data engineering, data visualization, programming, predictive analytics and data mining among others.Scholarships Internships","Founded in 1871, the University of Central Missouri (UCM) is a respected institution offering a wide range of quality academic programs. The university strikes a balance between innovation and affordability – ensuring that more students can learn without compromising on the quality and relevance of each program offered.The university has two campuses – one in Warrensburg, situated around 50 miles southeast of Kansas City, and another in Lee's Summit. There are also a number of online programs available for students who wish to enrol remotely.Campus life is lively, energetic and engaging. There are over 185 student organizations that anyone can join, as well as 17 NCAA sports teams that students can either join or support during university life.The university is also diverse and welcoming, with 50 countries represented across thousands of international students. Dedicated teams help to welcome international students to the university, supporting them throughout their time at UCM.There are many other services offered too, covering everything from finance to careers advice, counselling to tech support. UCM ensures that it provides outstanding facilities and support so that all students can achieve their maximum potential.With experienced faculty, small class sizes, contemporary facilities and equipment, a high-quality education is guaranteed for any student who has the drive and ambition to work hard when studying at UCM."
111,OAKLAND UNIVERSITY,Master of Science in Information Technology Management,"The Master of Science in Information Technology Management (MSITM) is offered by the Department of Decision and Information Sciences within the School of Business Administration. This degree puts managerial and technical skills at the forefront by preparing students for career managing information and creating information technology in today's digital world. Through a program based on experiential learning, students in the MSITM program learn practical skills needed to advance their careers. The MSITM program is designed to prepare students for careers in Information Systems Strategy and Management and Information Security Management. Concentration available in Information Security Management.Scholarships Internships","Oakland University is recognized as a student-centred, doctoral research institution with a global perspective. A public institution, it engages many graduate and undergraduate students in distinctive educational experiences that connect to the unique and diverse opportunities within and beyond it’s region. The university was established in 1957 through a generous donation from founders Alfred and Matilda Dodge Wilson. Oakland provides a distinct educational experience with flexible class schedules and state-of-the-art facilities, student services, classroom technologies, research labs, internships and research opportunities with corporate partners. Students will choose from 140 undergraduate degree programs that lead to hundreds of career options. The experiences and relationships students make within their major, coupled with OU’s industry connections and prime location, mean their degree will be put to work the minute students graduate. It’s academic advisers, tutors, writing centre, study groups, peer mentors, learning seminars and advanced technology will help students overcome any obstacle and push their learning past any limit. Oakland University is located in south eastern Michigan between Flint and Detroit. The 1,441-acre campus actually extends into two cities, Auburn Hills and Rochester Hills, between Adams Road and Squirrel Road, just south of Walton Boulevard. Located in Oakland County, one of the nation’s hardest working and most prosperous counties, and the wealthiest and second largest county in Michigan, Oakland University is literally in the heart of it all."
